Geography,Population for whom poverty status is determined
0500000US27157,21212
0500000US27159,13634
0500000US27161,18037
0500000US27163,261262
0500000US27165,11105
0500000US27167,6391
0500000US27169,46459
0500000US27171,138525
0500000US27173,9469
0500000US28001,27632
0500000US28003,34128
0500000US28005,12622
0500000US28007,17777
0500000US28009,7622
0500000US28011,29534
0500000US28013,13243
0500000US28015,9749
0500000US28017,16588
0500000US28019,8153
0500000US28021,8262
0500000US28023,15591
0500000US28025,18539
0500000US28027,21259
0500000US28029,27533
0500000US28031,18252
0500000US28033,181319
0500000US28035,74632
0500000US28037,7628
0500000US28039,23583
0500000US28041,9681
0500000US28043,21340
0500000US28045,45529
0500000US28047,201757
0500000US28049,222786
0500000US28051,16566
0500000US28053,7838
0500000US28055,781
0500000US28057,22464
0500000US28059,141506
0500000US28061,16257
0500000US28063,6787
0500000US28065,11219
0500000US28067,66018
0500000US28069,8341
0500000US28071,51483
0500000US28073,63082
0500000US28075,70470
0500000US28077,12053
0500000US28079,20912
0500000US28081,82289
0500000US28083,27301
0500000US28085,34451
0500000US28087,57180
0500000US28089,106575
0500000US28091,23813
0500000US28093,31820
0500000US28095,33618
0500000US28097,9841
0500000US28099,28661
0500000US28101,20768
0500000US28103,10226
0500000US28105,47123
0500000US28107,33050
0500000US28109,54704
0500000US28111,11406
0500000US28113,39133
0500000US28115,30835
0500000US28117,23905
0500000US28119,6179
0500000US28121,150841
0500000US28123,27702
0500000US28125,4071
0500000US28127,25493
0500000US28129,14381
0500000US28131,17585
0500000US28133,22377
0500000US28135,12092
0500000US28137,26163
0500000US28139,21529
0500000US28141,18705
0500000US28143,9745
0500000US28145,27439
0500000US28147,13856
0500000US28149,44461
0500000US28151,44942
0500000US28153,19712
0500000US28155,9828
0500000US28157,7536
0500000US28159,17344
0500000US28161,12340
0500000US28163,22596
0500000US29001,22941
0500000US29003,17749
0500000US29005,5214
0500000US29007,23732
0500000US29009,33937
0500000US29011,11545
0500000US29013,15701
0500000US29015,19121
0500000US29017,10650
0500000US29019,173050
0500000US29021,81746
0500000US29023,41475
0500000US29025,8584
0500000US29027,40614
0500000US29029,42311
0500000US29031,77741
0500000US29033,8464
0500000US29035,5242
0500000US29037,105671
0500000US29039,13998
0500000US29041,7192
0500000US29043,86845
0500000US29045,6571
0500000US29047,247434
0500000US29049,20587
0500000US29051,72724
0500000US29053,15842
0500000US29055,22788
0500000US29057,7444
0500000US29059,16712
0500000US29061,8208
0500000US29063,8751
0500000US29065,14399
0500000US29067,11688
0500000US29069,27817
0500000US29071,102968
0500000US29073,14557
0500000US29075,6085
0500000US29077,285373
0500000US29079,9596
0500000US29081,8090
0500000US29083,21530
0500000US29085,8339
0500000US29087,4183
0500000US29089,9414
0500000US29091,39087
0500000US29093,9264
0500000US29095,702276
0500000US29097,119807
0500000US29099,223018
0500000US29101,49367
0500000US29103,3729
0500000US29105,35429
0500000US29107,32209
0500000US29109,37490
0500000US29111,9261
0500000US29113,57603
0500000US29115,11816
0500000US29117,13809
0500000US29119,23038
0500000US29121,14953
0500000US29123,12354
0500000US29125,8395
0500000US29127,27301
0500000US29129,3502
0500000US29131,24220
0500000US29133,11441
0500000US29135,14412
0500000US29137,8521
0500000US29139,11058
0500000US29141,20433
0500000US29143,16231
0500000US29145,57621
0500000US29147,18698
0500000US29149,8705
0500000US29151,13126
0500000US29153,8531
0500000US29155,15725
0500000US29157,18673
0500000US29159,42183
0500000US29161,41516
0500000US29163,16027
0500000US29165,104044
0500000US29167,29957
0500000US29169,43906
0500000US29171,4615
0500000US29173,10253
0500000US29175,22928
0500000US29177,22819
0500000US29179,5980
0500000US29181,10866
0500000US29183,394681
0500000US29185,8882
0500000US29186,18087
0500000US29187,61105
0500000US29189,981082
0500000US29195,21839
0500000US29197,4069
0500000US29199,4661
0500000US29201,37483
0500000US29203,6887
0500000US29205,5854
0500000US29207,28386
0500000US29209,30664
0500000US29211,5840
0500000US29213,54020
0500000US29215,23447
0500000US29217,19089
0500000US29219,34537
0500000US29221,22713
0500000US29223,11096
0500000US29225,37869
0500000US29227,1962
0500000US29229,17875
0500000US29510,294961
0500000US30001,8895
0500000US30003,12952
0500000US30005,6953
0500000US30007,6589
0500000US30009,10367
0500000US30011,1328
0500000US30013,82131
0500000US30015,5857
0500000US30017,11597
0500000US30019,1717
0500000US30021,8595
0500000US30023,8892
0500000US30025,2995
0500000US30027,11208
0500000US30029,102465
0500000US30031,112433
0500000US30033,972
0500000US30035,13525
0500000US30037,820
0500000US30039,3268
0500000US30041,15900
0500000US30043,11869
0500000US30045,2004
0500000US30047,30674
0500000US30049,68871
0500000US30051,2008
0500000US30053,19468
0500000US30055,1778
0500000US30057,8431
0500000US30059,1860
0500000US30061,4393
0500000US30063,114770
0500000US30065,4787
0500000US30067,16954
0500000US30069,426
0500000US30071,4184
0500000US30073,5839
0500000US30075,1731
0500000US30077,5347
0500000US30079,1197
0500000US30081,43386
0500000US30083,11333
0500000US30085,10445
0500000US30087,8365
0500000US30089,12109
0500000US30091,3461
0500000US30093,33955
0500000US30095,8876
0500000US30097,3661
0500000US30099,6090
0500000US30101,4446
0500000US30103,693
0500000US30105,7406
0500000US30107,2058
0500000US30109,998
0500000US30111,159972
0500000US31001,29690
0500000US31003,6217
0500000US31005,472
0500000US31007,601
0500000US31009,346
0500000US31011,5321
0500000US31013,10647
0500000US31015,1778
0500000US31017,2721
0500000US31019,47547
0500000US31021,6627
0500000US31023,8183
0500000US31025,25979
0500000US31027,8211
0500000US31029,3635
0500000US31031,5445
0500000US31033,9429
0500000US31035,5996
0500000US31037,10374
0500000US31039,8917
0500000US31041,10486
0500000US31043,20988
0500000US31045,7422
0500000US31047,23762
0500000US31049,1868
0500000US31051,5554
0500000US31053,36206
0500000US31055,566234
0500000US31057,1872
0500000US31059,5354
0500000US31061,2843
0500000US31063,2398
0500000US31065,4569
0500000US31067,21305
0500000US31069,1699
0500000US31071,1823
0500000US31073,1775
0500000US31075,692
0500000US31077,2188
0500000US31079,61561
0500000US31081,9261
0500000US31083,3176
0500000US31085,891
0500000US31087,2593
0500000US31089,10044
0500000US31091,676
0500000US31093,6414
0500000US31095,7069
0500000US31097,4268
0500000US31099,6528
0500000US31101,8216
0500000US31103,946
0500000US31105,3520
0500000US31107,8251
0500000US31109,306850
0500000US31111,34124
0500000US31113,865
0500000US31115,665
0500000US31117,475
0500000US31119,34599
0500000US31121,7552
0500000US31123,4468
0500000US31125,3291
0500000US31127,6500
0500000US31129,4066
0500000US31131,15675
0500000US31133,2517
0500000US31135,2835
0500000US31137,8671
0500000US31139,7137
0500000US31141,33721
0500000US31143,5140
0500000US31145,10375
0500000US31147,7762
0500000US31149,1260
0500000US31151,13486
0500000US31153,186708
0500000US31155,21726
0500000US31157,35325
0500000US31159,16201
0500000US31161,5069
0500000US31163,2931
0500000US31165,1081
0500000US31167,5805
0500000US31169,4889
0500000US31171,562
0500000US31173,6725
0500000US31175,3969
0500000US31177,20449
0500000US31179,8136
0500000US31181,3361
0500000US31183,735
0500000US31185,13222
0500000US32001,24461
0500000US32003,2205977
0500000US32005,48814
0500000US32007,52536
0500000US32009,981
0500000US32011,1598
0500000US32013,17016
0500000US32015,5686
0500000US32017,4056
0500000US32019,57787
0500000US32021,4484
0500000US32023,49280
0500000US32027,4866
0500000US32029,4032
0500000US32031,473453
0500000US32033,7582
0500000US32510,55530
0500000US33001,62642
0500000US33003,49311
0500000US33005,72022
0500000US33007,29324
0500000US33009,84830
0500000US33011,412807
0500000US33013,146723
0500000US33015,310070
0500000US33017,120582
0500000US33019,42371
0500000US34001,268046
0500000US34003,942365
0500000US34005,448202
0500000US34007,514355
0500000US34009,93848
0500000US34011,142878
0500000US34013,831578
0500000US34015,296358
0500000US34017,704304
0500000US34019,124957
0500000US34021,368123
0500000US34023,831228
0500000US34025,635691
0500000US34027,500305
0500000US34029,622935
0500000US34031,513811
0500000US34033,63293
0500000US34035,340361
0500000US34037,143027
0500000US34039,565128
0500000US34041,107700
0500000US35001,667031
0500000US35003,3537
0500000US35005,62457
0500000US35006,25897
0500000US35007,11830
0500000US35009,47689
0500000US35011,1856
0500000US35013,212381
0500000US35015,60401
0500000US35017,27294
0500000US35019,3774
0500000US35021,533
0500000US35023,4116
0500000US35025,70064
0500000US35027,19871
0500000US35028,19092
0500000US35029,24903
0500000US35031,72252
0500000US35033,4215
0500000US35035,63814
0500000US35037,8460
0500000US35039,40137
0500000US35041,18106
0500000US35043,146075
0500000US35045,121148
0500000US35047,25900
0500000US35049,151070
0500000US35051,11207
0500000US35053,15915
0500000US35055,34122
0500000US35057,14921
0500000US35059,3502
0500000US35061,74050
0500000US36001,298762
0500000US36003,41571
0500000US36005,1433574
0500000US36007,188745
0500000US36009,74788
0500000US36011,71990
0500000US36013,122618
0500000US36015,79941
0500000US36017,46485
0500000US36019,72505
0500000US36021,59696
0500000US36023,43213
0500000US36025,42407
0500000US36027,279766
0500000US36029,925017
0500000US36031,34906
0500000US36033,42862
0500000US36035,52394
0500000US36037,57333
0500000US36039,44770
0500000US36041,5019
0500000US36043,59517
0500000US36045,110671
0500000US36047,2685920
0500000US36049,26388
0500000US36051,56436
0500000US36053,63047
0500000US36055,731851
0500000US36057,48709
0500000US36059,1371412
0500000US36061,1621702
0500000US36063,208984
0500000US36065,220439
0500000US36067,454912
0500000US36069,108685
0500000US36071,387840
0500000US36073,37929
0500000US36075,112316
0500000US36077,53708
0500000US36079,96570
0500000US36081,2366297
0500000US36083,155369
0500000US36085,487972
0500000US36087,332165
0500000US36089,96869
0500000US36091,231364
0500000US36093,153281
0500000US36095,28569
0500000US36097,17681
0500000US36099,31022
0500000US36101,92576
0500000US36103,1496123
0500000US36105,74094
0500000US36107,47971
0500000US36109,91682
0500000US36111,174144
0500000US36113,64849
0500000US36115,57960
0500000US36117,90356
0500000US36119,977049
0500000US36121,37811
0500000US36123,23528
0500000US37001,164869
0500000US37003,35131
0500000US37005,10816
0500000US37007,20893
0500000US37009,26333
0500000US37011,14645
0500000US37013,44336
0500000US37015,16780
0500000US37017,29734
0500000US37019,132910
0500000US37021,260648
0500000US37023,85481
0500000US37025,219369
0500000US37027,79526
0500000US37029,10353
0500000US37031,66630
0500000US37033,21608
0500000US37035,156937
0500000US37037,74285
0500000US37039,28174
0500000US37041,13545
0500000US37043,10930
0500000US37045,97041
0500000US37047,48708
0500000US37049,96057
0500000US37051,316744
0500000US37053,27370
0500000US37055,36454
0500000US37057,166072
0500000US37059,42314
0500000US37061,49331
0500000US37063,306261
0500000US37065,48931
0500000US37067,369892
0500000US37069,66147
0500000US37071,222470
0500000US37073,10467
0500000US37075,7978
0500000US37077,57957
0500000US37079,18163
0500000US37081,517118
0500000US37083,48079
0500000US37085,129760
0500000US37087,60956
0500000US37089,114405
0500000US37091,19781
0500000US37093,50632
0500000US37095,4234
0500000US37097,182174
0500000US37099,39235
0500000US37101,209221
0500000US37103,9252
0500000US37105,61349
0500000US37107,54366
0500000US37109,84906
0500000US37111,43456
0500000US37113,36241
0500000US37115,20344
0500000US37117,21882
0500000US37119,1084575
0500000US37121,14566
0500000US37123,24886
0500000US37125,97026
0500000US37127,92662
0500000US37129,218563
0500000US37131,17187
0500000US37133,180341
0500000US37135,135586
0500000US37137,11598
0500000US37139,37623
0500000US37141,58786
0500000US37143,12897
0500000US37145,38639
0500000US37147,163607
0500000US37149,19159
0500000US37151,142034
0500000US37153,42020
0500000US37155,115360
0500000US37157,89247
0500000US37159,141890
0500000US37161,63462
0500000US37163,58611
0500000US37165,32322
0500000US37167,60334
0500000US37169,43927
0500000US37171,70495
0500000US37173,13984
0500000US37175,31984
0500000US37177,2685
0500000US37179,232675
0500000US37181,42205
0500000US37183,1091838
0500000US37185,18144
0500000US37187,11043
0500000US37189,48383
0500000US37191,114982
0500000US37193,65205
0500000US37195,77448
0500000US37197,36876
0500000US37199,18223
0500000US38001,2177
0500000US38003,10372
0500000US38005,6042
0500000US38007,833
0500000US38009,6135
0500000US38011,2953
0500000US38013,2163
0500000US38015,94818
0500000US38017,178634
0500000US38019,3631
0500000US38021,4818
0500000US38023,2126
0500000US38025,4001
0500000US38027,2271
0500000US38029,3264
0500000US38031,3308
0500000US38033,1751
0500000US38035,68829
0500000US38037,2311
0500000US38039,2157
0500000US38041,2338
0500000US38043,2325
0500000US38045,4087
0500000US38047,1749
0500000US38049,5331
0500000US38051,2472
0500000US38053,13569
0500000US38055,9690
0500000US38057,8190
0500000US38059,32314
0500000US38061,9649
0500000US38063,2946
0500000US38065,1850
0500000US38067,6695
0500000US38069,3885
0500000US38071,11174
0500000US38073,5527
0500000US38075,2264
0500000US38077,15458
0500000US38079,12237
0500000US38081,3794
0500000US38083,1317
0500000US38085,3929
0500000US38087,775
0500000US38089,31965
0500000US38091,1870
0500000US38093,20125
0500000US38095,2136
0500000US38097,7630
0500000US38099,10440
0500000US38101,67463
0500000US38103,3958
0500000US38105,37947
0500000US39001,27121
0500000US39003,98199
0500000US39005,50519
0500000US39007,94675
0500000US39009,53889
0500000US39011,45628
0500000US39013,63062
0500000US39015,42981
0500000US39017,375648
0500000US39019,26409
0500000US39021,37814
0500000US39023,132463
0500000US39025,205643
0500000US39027,40636
0500000US39029,98693
0500000US39031,36090
0500000US39033,40935
0500000US39035,1238405
0500000US39037,51125
0500000US39039,37547
0500000US39041,208242
0500000US39043,74425
0500000US39045,154351
0500000US39047,28466
0500000US39049,1284007
0500000US39051,42192
0500000US39053,28663
0500000US39055,94375
0500000US39057,158129
0500000US39059,38044
0500000US39061,808469
0500000US39063,73109
0500000US39065,28185
0500000US39067,14280
0500000US39069,27171
0500000US39071,42445
0500000US39073,27720
0500000US39075,43371
0500000US39077,57919
0500000US39079,31905
0500000US39081,63377
0500000US39083,58692
0500000US39085,229106
0500000US39087,57638
0500000US39089,173045
0500000US39091,45535
0500000US39093,302300
0500000US39095,421428
0500000US39097,38754
0500000US39099,222537
0500000US39101,59829
0500000US39103,179829
0500000US39105,22008
0500000US39107,41379
0500000US39109,106811
0500000US39111,13364
0500000US39113,517512
0500000US39115,13777
0500000US39117,34449
0500000US39119,83933
0500000US39121,11870
0500000US39123,39851
0500000US39125,18676
0500000US39127,35059
0500000US39129,53970
0500000US39131,26806
0500000US39133,153879
0500000US39135,40598
0500000US39137,33990
0500000US39139,117021
0500000US39141,71389
0500000US39143,57935
0500000US39145,70905
0500000US39147,51941
0500000US39149,47605
0500000US39151,365421
0500000US39153,531210
0500000US39155,198305
0500000US39157,91608
0500000US39159,58429
0500000US39161,28400
0500000US39163,12752
0500000US39165,231645
0500000US39167,58211
0500000US39169,112363
0500000US39171,35879
0500000US39173,125774
0500000US39175,21601
0500000US40001,19623
0500000US40003,4680
0500000US40005,12843
0500000US40007,4990
0500000US40009,19169
0500000US40011,7491
0500000US40013,44613
0500000US40015,25739
0500000US40017,148638
0500000US40019,47358
0500000US40021,45654
0500000US40023,14053
0500000US40025,2258
0500000US40027,280542
0500000US40029,5216
0500000US40031,112206
0500000US40033,5427
0500000US40035,13334
0500000US40037,70736
0500000US40039,27079
0500000US40041,40155
0500000US40043,4466
0500000US40045,3756
0500000US40047,60780
0500000US40049,25594
0500000US40051,53704
0500000US40053,4058
0500000US40055,4622
0500000US40057,2475
0500000US40059,3268
0500000US40061,11597
0500000US40063,12133
0500000US40065,24256
0500000US40067,5361
0500000US40069,10074
0500000US40071,43115
0500000US40073,15071
0500000US40075,8362
0500000US40077,9239
0500000US40079,47027
0500000US40081,33167
0500000US40083,47610
0500000US40085,10025
0500000US40087,41002
0500000US40089,30706
0500000US40091,18741
0500000US40093,7593
0500000US40095,15194
0500000US40097,38649
0500000US40099,13436
0500000US40101,63255
0500000US40103,10810
0500000US40105,9304
0500000US40107,10402
0500000US40109,776733
0500000US40111,35448
0500000US40113,44561
0500000US40115,29521
0500000US40117,15476
0500000US40119,73493
0500000US40121,41787
0500000US40123,36835
0500000US40125,69288
0500000US40127,10741
0500000US40129,3433
0500000US40131,93059
0500000US40133,23106
0500000US40135,39203
0500000US40137,42259
0500000US40139,21011
0500000US40141,6769
0500000US40143,655011
0500000US40145,79991
0500000US40147,51347
0500000US40149,10659
0500000US40151,7880
0500000US40153,19540
0500000US41001,15952
0500000US41003,89001
0500000US41005,415695
0500000US41007,40215
0500000US41009,51819
0500000US41011,63524
0500000US41013,24178
0500000US41015,23084
0500000US41017,193647
0500000US41019,109312
0500000US41021,1933
0500000US41023,7059
0500000US41025,7288
0500000US41027,23693
0500000US41029,219181
0500000US41031,22968
0500000US41033,86479
0500000US41035,67884
0500000US41037,7579
0500000US41039,372681
0500000US41041,49204
0500000US41043,124678
0500000US41045,27562
0500000US41047,334636
0500000US41049,11932
0500000US41051,795930
0500000US41053,84325
0500000US41055,1782
0500000US41057,26458
0500000US41059,75165
0500000US41061,25607
0500000US41063,7251
0500000US41065,26134
0500000US41067,591235
0500000US41069,1460
0500000US41071,101802
0500000US42001,99662
0500000US42003,1214621
0500000US42005,65296
0500000US42007,165585
0500000US42009,47081
0500000US42011,414193
0500000US42013,120244
0500000US42015,59503
0500000US42017,634873
0500000US42019,187410
0500000US42021,127785
0500000US42023,4561
0500000US42025,63568
0500000US42027,140304
0500000US42029,518825
0500000US42031,36359
0500000US42033,74757
0500000US42035,36235
0500000US42037,60912
0500000US42039,80833
0500000US42041,243950
0500000US42043,279554
0500000US42045,553285
0500000US42047,30634
0500000US42049,258780
0500000US42051,124503
0500000US42053,4289
0500000US42055,153466
0500000US42057,14478
0500000US42059,32746
0500000US42061,38963
0500000US42063,78184
0500000US42065,43655
0500000US42067,23339
0500000US42069,207975
0500000US42071,538672
0500000US42073,84136
0500000US42075,138899
0500000US42077,363394
0500000US42079,313228
0500000US42081,107625
0500000US42083,37803
0500000US42085,104210
0500000US42087,45425
0500000US42089,165844
0500000US42091,829578
0500000US42093,17346
0500000US42095,300063
0500000US42097,88023
0500000US42099,45259
0500000US42101,1554202
0500000US42103,57946
0500000US42105,16227
0500000US42107,135952
0500000US42109,37434
0500000US42111,69162
0500000US42113,5730
0500000US42115,38415
0500000US42117,40613
0500000US42119,34501
0500000US42121,49672
0500000US42123,38151
0500000US42125,203921
0500000US42127,47474
0500000US42129,347950
0500000US42131,25520
0500000US42133,445469
0500000US44001,46778
0500000US44003,167921
0500000US44005,81471
0500000US44007,630220
0500000US44009,123924
0500000US45001,23678
0500000US45003,165389
0500000US45005,7400
0500000US45007,199597
0500000US45009,12809
0500000US45011,20509
0500000US45013,180969
0500000US45015,220922
0500000US45017,13983
0500000US45019,394290
0500000US45021,55365
0500000US45023,32055
0500000US45025,43131
0500000US45027,30338
0500000US45029,37548
0500000US45031,62308
0500000US45033,28103
0500000US45035,157586
0500000US45037,23683
0500000US45039,20970
0500000US45041,134265
0500000US45043,62420
0500000US45045,507454
0500000US45047,66816
0500000US45049,18169
0500000US45051,339455
0500000US45053,27435
0500000US45055,64770
0500000US45057,92421
0500000US45059,65125
0500000US45061,15382
0500000US45063,288748
0500000US45065,8526
0500000US45067,29184
0500000US45069,24395
0500000US45071,36757
0500000US45073,77146
0500000US45075,82106
0500000US45077,122863
0500000US45079,385883
0500000US45081,18745
0500000US45083,315476
0500000US45085,103127
0500000US45087,26900
0500000US45089,29747
0500000US45091,272168
0500000US46003,2514
0500000US46005,18688
0500000US46007,3338
0500000US46009,5520
0500000US46011,30769
0500000US46013,37447
0500000US46015,5087
0500000US46017,1957
0500000US46019,9990
0500000US46021,1542
0500000US46023,9043
0500000US46025,3709
0500000US46027,12418
0500000US46029,27911
0500000US46031,3943
0500000US46033,8186
0500000US46035,19010
0500000US46037,5373
0500000US46039,4237
0500000US46041,5287
0500000US46043,2740
0500000US46045,3887
0500000US46047,6777
0500000US46049,2104
0500000US46051,7467
0500000US46053,3958
0500000US46055,1833
0500000US46057,5959
0500000US46059,3010
0500000US46061,3424
0500000US46063,1164
0500000US46065,16702
0500000US46067,7230
0500000US46069,1346
0500000US46071,2779
0500000US46073,1774
0500000US46075,916
0500000US46077,5048
0500000US46079,10857
0500000US46081,24756
0500000US46083,62556
0500000US46085,3711
0500000US46087,5529
0500000US46089,2158
0500000US46091,4287
0500000US46093,28761
0500000US46095,1845
0500000US46097,2241
0500000US46099,189439
0500000US46101,6228
0500000US46102,13744
0500000US46103,105761
0500000US46105,2938
0500000US46107,2528
0500000US46109,10041
0500000US46111,2317
0500000US46115,6284
0500000US46117,2947
0500000US46119,1273
0500000US46121,9269
0500000US46123,5375
0500000US46125,8445
0500000US46127,16248
0500000US46129,5279
0500000US46135,21798
0500000US46137,2473
0500000US47001,75048
0500000US47003,49114
0500000US47005,15727
0500000US47007,13584
0500000US47009,131991
0500000US47011,104257
0500000US47013,38374
0500000US47015,14153
0500000US47017,27451
0500000US47019,54602
0500000US47021,40439
0500000US47023,15917
0500000US47025,30515
0500000US47027,7483
0500000US47029,35338
0500000US47031,56559
0500000US47033,13811
0500000US47035,59846
0500000US47037,686677
0500000US47039,11251
0500000US47041,19474
0500000US47043,53405
0500000US47045,36384
0500000US47047,40972
0500000US47049,17930
0500000US47051,40138
0500000US47053,49162
0500000US47055,29316
0500000US47057,23202
0500000US47059,67848
0500000US47061,13256
0500000US47063,62817
0500000US47065,353144
0500000US47067,6445
0500000US47069,21664
0500000US47071,26231
0500000US47073,55939
0500000US47075,17683
0500000US47077,27232
0500000US47079,31714
0500000US47081,23022
0500000US47083,7951
0500000US47085,18397
0500000US47087,11381
0500000US47089,52501
0500000US47091,15786
0500000US47093,464114
0500000US47095,4568
0500000US47097,22837
0500000US47099,43316
0500000US47101,12238
0500000US47103,34436
0500000US47105,53907
0500000US47107,51482
0500000US47109,25502
0500000US47111,24563
0500000US47113,94554
0500000US47115,28308
0500000US47117,33317
0500000US47119,97757
0500000US47121,12412
0500000US47123,44617
0500000US47125,211555
0500000US47127,6387
0500000US47129,18442
0500000US47131,30194
0500000US47133,22042
0500000US47135,8147
0500000US47137,4955
0500000US47139,17146
0500000US47141,75476
0500000US47143,31802
0500000US47145,52669
0500000US47147,71395
0500000US47149,330068
0500000US47151,21279
0500000US47153,15479
0500000US47155,96379
0500000US47157,912114
0500000US47159,19624
0500000US47161,13275
0500000US47163,155374
0500000US47165,190939
0500000US47167,59951
0500000US47169,9300
0500000US47171,17473
0500000US47173,19309
0500000US47175,5963
0500000US47177,40246
0500000US47179,127292
0500000US47181,14326
0500000US47183,30615
0500000US47185,26722
0500000US47187,241355
0500000US47189,142560
0500000US48001,45320
0500000US48003,18110
0500000US48005,84085
0500000US48007,23779
0500000US48009,8557
0500000US48011,1926
0500000US48013,47821
0500000US48015,29849
0500000US48017,6778
0500000US48019,20453
0500000US48021,92660
0500000US48023,3388
0500000US48025,23484
0500000US48027,352000
0500000US48029,1955990
0500000US48031,11129
0500000US48033,550
0500000US48035,17958
0500000US48037,87323
0500000US48039,356337
0500000US48041,215076
0500000US48043,9279
0500000US48045,1256
0500000US48047,6493
0500000US48049,36412
0500000US48051,17457
0500000US48053,47488
0500000US48055,43082
0500000US48057,20101
0500000US48059,13647
0500000US48061,417979
0500000US48063,12425
0500000US48065,5827
0500000US48067,28340
0500000US48069,7386
0500000US48071,44886
0500000US48073,47422
0500000US48075,5217
0500000US48077,10159
0500000US48079,2525
0500000US48081,3166
0500000US48083,7753
0500000US48085,1033776
0500000US48087,2887
0500000US48089,20040
0500000US48091,155189
0500000US48093,13352
0500000US48095,2334
0500000US48097,40527
0500000US48099,65949
0500000US48101,1560
0500000US48103,4562
0500000US48105,2893
0500000US48107,5185
0500000US48109,2203
0500000US48111,7024
0500000US48113,2576174
0500000US48115,10510
0500000US48117,18375
0500000US48119,5198
0500000US48121,873490
0500000US48123,17995
0500000US48125,1482
0500000US48127,8733
0500000US48129,2985
0500000US48131,9433
0500000US48133,16897
0500000US48135,159627
0500000US48137,1351
0500000US48139,186056
0500000US48141,846265
0500000US48143,40318
0500000US48145,15284
0500000US48147,32506
0500000US48149,24078
0500000US48151,3678
0500000US48153,5433
0500000US48155,1045
0500000US48157,800125
0500000US48159,10304
0500000US48161,18081
0500000US48163,14545
0500000US48165,21079
0500000US48167,340984
0500000US48169,4286
0500000US48171,26441
0500000US48173,1221
0500000US48175,7001
0500000US48177,19454
0500000US48179,19707
0500000US48181,131670
0500000US48183,120077
0500000US48185,25108
0500000US48187,167669
0500000US48189,30829
0500000US48191,2832
0500000US48193,8036
0500000US48195,5272
0500000US48197,3464
0500000US48199,55488
0500000US48201,4650386
0500000US48203,66734
0500000US48205,4060
0500000US48207,5119
0500000US48209,227637
0500000US48211,3416
0500000US48213,80247
0500000US48215,856004
0500000US48217,34697
0500000US48219,20924
0500000US48221,59821
0500000US48223,36083
0500000US48225,19089
0500000US48227,30584
0500000US48229,2365
0500000US48231,96203
0500000US48233,20678
0500000US48235,1555
0500000US48237,7427
0500000US48239,14670
0500000US48241,32387
0500000US48243,1970
0500000US48245,240752
0500000US48247,4758
0500000US48249,38793
0500000US48251,173947
0500000US48253,13177
0500000US48255,11509
0500000US48257,138519
0500000US48259,43326
0500000US48261,169
0500000US48263,583
0500000US48265,50866
0500000US48267,4248
0500000US48269,229
0500000US48271,2980
0500000US48273,29204
0500000US48275,3278
0500000US48277,49329
0500000US48279,12944
0500000US48281,21266
0500000US48283,6042
0500000US48285,19878
0500000US48287,17027
0500000US48289,15806
0500000US48291,82959
0500000US48293,21502
0500000US48295,3061
0500000US48297,9971
0500000US48299,21054
0500000US48301,83
0500000US48303,296491
0500000US48305,5511
0500000US48307,7485
0500000US48309,248091
0500000US48311,729
0500000US48313,11247
0500000US48315,9659
0500000US48317,5170
0500000US48319,3940
0500000US48321,35939
0500000US48323,57562
0500000US48325,48169
0500000US48327,1947
0500000US48329,165142
0500000US48331,24439
0500000US48333,4354
0500000US48335,7164
0500000US48337,19533
0500000US48339,604657
0500000US48341,21336
0500000US48343,11746
0500000US48345,1269
0500000US48347,59534
0500000US48349,50868
0500000US48351,12363
0500000US48353,14496
0500000US48355,345659
0500000US48357,9980
0500000US48359,1801
0500000US48361,84087
0500000US48363,27963
0500000US48365,22138
0500000US48367,142751
0500000US48369,9781
0500000US48371,12913
0500000US48373,45923
0500000US48375,112210
0500000US48377,6323
0500000US48379,11922
0500000US48381,136446
0500000US48383,3338
0500000US48385,2663
0500000US48387,11513
0500000US48389,13499
0500000US48391,6677
0500000US48393,710
0500000US48395,16651
0500000US48397,104487
0500000US48399,9596
0500000US48401,48008
0500000US48403,9862
0500000US48405,7742
0500000US48407,27210
0500000US48409,67647
0500000US48411,5120
0500000US48413,2547
0500000US48415,14991
0500000US48417,3113
0500000US48419,24064
0500000US48421,2321
0500000US48423,225826
0500000US48425,8961
0500000US48427,65038
0500000US48429,8733
0500000US48431,1361
0500000US48433,1322
0500000US48435,3398
0500000US48437,6423
0500000US48439,2065361
0500000US48441,135713
0500000US48443,979
0500000US48445,11158
0500000US48447,1426
0500000US48449,31032
0500000US48451,112961
0500000US48453,1242158
0500000US48455,13510
0500000US48457,17786
0500000US48459,40271
0500000US48461,3280
0500000US48463,24360
0500000US48465,45817
0500000US48467,57882
0500000US48469,89542
0500000US48471,60482
0500000US48473,51673
0500000US48475,11279
0500000US48477,33584
0500000US48479,264129
0500000US48481,40968
0500000US48483,5031
0500000US48485,116405
0500000US48487,12365
0500000US48489,19135
0500000US48491,587222
0500000US48493,48772
0500000US48495,7537
0500000US48497,66688
0500000US48499,42964
0500000US48501,7707
0500000US48503,17609
0500000US48505,13852
0500000US48507,9811
0500000US49001,6792
0500000US49003,56522
0500000US49005,128586
0500000US49007,19895
0500000US49009,515
0500000US49011,356055
0500000US49013,19309
0500000US49015,9739
0500000US49017,4870
0500000US49019,9563
0500000US49021,55261
0500000US49023,11518
0500000US49025,7397
0500000US49027,12707
