Geography,Population for whom poverty status is determined
0500000US27159,13333
0500000US27161,17709
0500000US27163,255400
0500000US27165,10771
0500000US27167,6142
0500000US27169,47140
0500000US27171,135007
0500000US27173,9612
0500000US28001,28584
0500000US28003,36130
0500000US28005,12225
0500000US28007,17998
0500000US28009,8199
0500000US28011,29369
0500000US28013,14216
0500000US28015,9692
0500000US28017,16500
0500000US28019,8068
0500000US28021,8226
0500000US28023,15510
0500000US28025,19230
0500000US28027,22055
0500000US28029,27405
0500000US28031,18567
0500000US28033,180518
0500000US28035,71741
0500000US28037,7630
0500000US28039,23456
0500000US28041,9540
0500000US28043,20570
0500000US28045,47100
0500000US28047,200442
0500000US28049,226933
0500000US28051,16698
0500000US28053,8107
0500000US28055,911
0500000US28057,21963
0500000US28059,141230
0500000US28061,16313
0500000US28063,6599
0500000US28065,10991
0500000US28067,66809
0500000US28069,8914
0500000US28071,49602
0500000US28073,62110
0500000US28075,72213
0500000US28077,12579
0500000US28079,22174
0500000US28081,84068
0500000US28083,27534
0500000US28085,33606
0500000US28087,57004
0500000US28089,103727
0500000US28091,24043
0500000US28093,33145
0500000US28095,34678
0500000US28097,9725
0500000US28099,28713
0500000US28101,20560
0500000US28103,10357
0500000US28105,44996
0500000US28107,33679
0500000US28109,54027
0500000US28111,11854
0500000US28113,38163
0500000US28115,31654
0500000US28117,24058
0500000US28119,6867
0500000US28121,148662
0500000US28123,27874
0500000US28125,4324
0500000US28127,26242
0500000US28129,15802
0500000US28131,17468
0500000US28133,21472
0500000US28135,12602
0500000US28137,26430
0500000US28139,21611
0500000US28141,19138
0500000US28143,9607
0500000US28145,28185
0500000US28147,14242
0500000US28149,45451
0500000US28151,44435
0500000US28153,20186
0500000US28155,9598
0500000US28157,7507
0500000US28159,17621
0500000US28161,12068
0500000US28163,22974
0500000US29001,22874
0500000US29003,17334
0500000US29005,5087
0500000US29007,23544
0500000US29009,34913
0500000US29011,11594
0500000US29013,15899
0500000US29015,19060
0500000US29017,12069
0500000US29019,170552
0500000US29021,83901
0500000US29023,41652
0500000US29025,8756
0500000US29027,40835
0500000US29029,45003
0500000US29031,75522
0500000US29033,8611
0500000US29035,5947
0500000US29037,103208
0500000US29039,13936
0500000US29041,7203
0500000US29043,86367
0500000US29045,6695
0500000US29047,243375
0500000US29049,19894
0500000US29051,71808
0500000US29053,15945
0500000US29055,23491
0500000US29057,7424
0500000US29059,16592
0500000US29061,8080
0500000US29063,8765
0500000US29065,15326
0500000US29067,13150
0500000US29069,28893
0500000US29071,102240
0500000US29073,14390
0500000US29075,6416
0500000US29077,279688
0500000US29079,9568
0500000US29081,8250
0500000US29083,21545
0500000US29085,9348
0500000US29087,4251
0500000US29089,9324
0500000US29091,39459
0500000US29093,9786
0500000US29095,689353
0500000US29097,118328
0500000US29099,221712
0500000US29101,49357
0500000US29103,3879
0500000US29105,35169
0500000US29107,32127
0500000US29109,37529
0500000US29111,9141
0500000US29113,56647
0500000US29115,11844
0500000US29117,13746
0500000US29119,22537
0500000US29121,14860
0500000US29123,11839
0500000US29125,8714
0500000US29127,27134
0500000US29129,3563
0500000US29131,24936
0500000US29133,11605
0500000US29135,14469
0500000US29137,8490
0500000US29139,11028
0500000US29141,20044
0500000US29143,16882
0500000US29145,57187
0500000US29147,19150
0500000US29149,10393
0500000US29151,13350
0500000US29153,9009
0500000US29155,16075
0500000US29157,18837
0500000US29159,41665
0500000US29161,41398
0500000US29163,15963
0500000US29165,101653
0500000US29167,30410
0500000US29169,42840
0500000US29171,4633
0500000US29173,10116
0500000US29175,22663
0500000US29177,22605
0500000US29179,6108
0500000US29181,13337
0500000US29183,389985
0500000US29185,9042
0500000US29186,17564
0500000US29187,60060
0500000US29189,974608
0500000US29195,21559
0500000US29197,4508
0500000US29199,4796
0500000US29201,37761
0500000US29203,8087
0500000US29205,5714
0500000US29207,28780
0500000US29209,31465
0500000US29211,5931
0500000US29213,53799
0500000US29215,24065
0500000US29217,19745
0500000US29219,34591
0500000US29221,23694
0500000US29223,12806
0500000US29225,37981
0500000US29227,1952
0500000US29229,17848
0500000US29510,296577
0500000US30001,8961
0500000US30003,13127
0500000US30005,6587
0500000US30007,6027
0500000US30009,10570
0500000US30011,1281
0500000US30013,79410
0500000US30015,5691
0500000US30017,11185
0500000US30019,1682
0500000US30021,8356
0500000US30023,8581
0500000US30025,2867
0500000US30027,10917
0500000US30029,101063
0500000US30031,107418
0500000US30033,1051
0500000US30035,13413
0500000US30037,814
0500000US30039,3254
0500000US30041,15991
0500000US30043,11899
0500000US30045,1968
0500000US30047,29995
0500000US30049,67140
0500000US30051,2434
0500000US30053,19668
0500000US30055,1789
0500000US30057,8461
0500000US30059,1773
0500000US30061,4224
0500000US30063,116230
0500000US30065,4647
0500000US30067,16372
0500000US30069,454
0500000US30071,3988
0500000US30073,5785
0500000US30075,1603
0500000US30077,5159
0500000US30079,1125
0500000US30081,43048
0500000US30083,11058
0500000US30085,10648
0500000US30087,8953
0500000US30089,11586
0500000US30091,3341
0500000US30093,33901
0500000US30095,9516
0500000US30097,3643
0500000US30099,6026
0500000US30101,4228
0500000US30103,614
0500000US30105,7306
0500000US30107,2109
0500000US30109,1017
0500000US30111,156536
0500000US31001,29875
0500000US31003,6215
0500000US31005,439
0500000US31007,642
0500000US31009,467
0500000US31011,5124
0500000US31013,10642
0500000US31015,1844
0500000US31017,2840
0500000US31019,47244
0500000US31021,6412
0500000US31023,7801
0500000US31025,25401
0500000US31027,8329
0500000US31029,3637
0500000US31031,5738
0500000US31033,9293
0500000US31035,6071
0500000US31037,10412
0500000US31039,8721
0500000US31041,10605
0500000US31043,19825
0500000US31045,7667
0500000US31047,23360
0500000US31049,1755
0500000US31051,5596
0500000US31053,35444
0500000US31055,552975
0500000US31057,1891
0500000US31059,5317
0500000US31061,2893
0500000US31063,2522
0500000US31065,4617
0500000US31067,21056
0500000US31069,1882
0500000US31071,2017
0500000US31073,1964
0500000US31075,662
0500000US31077,2328
0500000US31079,60242
0500000US31081,9065
0500000US31083,3335
0500000US31085,889
0500000US31087,2737
0500000US31089,9969
0500000US31091,695
0500000US31093,6393
0500000US31095,6959
0500000US31097,4074
0500000US31099,6467
0500000US31101,7962
0500000US31103,875
0500000US31105,3523
0500000US31107,8208
0500000US31109,302440
0500000US31111,34094
0500000US31113,887
0500000US31115,690
0500000US31117,420
0500000US31119,34046
0500000US31121,7668
0500000US31123,4562
0500000US31125,3425
0500000US31127,6452
0500000US31129,4133
0500000US31131,15605
0500000US31133,2593
0500000US31135,2852
0500000US31137,8764
0500000US31139,6969
0500000US31141,32830
0500000US31143,5120
0500000US31145,10316
0500000US31147,7755
0500000US31149,1359
0500000US31151,13270
0500000US31153,181717
0500000US31155,21060
0500000US31157,34879
0500000US31159,15753
0500000US31161,5140
0500000US31163,2949
0500000US31165,1298
0500000US31167,5881
0500000US31169,4813
0500000US31171,586
0500000US31173,7148
0500000US31175,4032
0500000US31177,20261
0500000US31179,8011
0500000US31181,3405
0500000US31183,689
0500000US31185,12679
0500000US32001,23989
0500000US32003,2202490
0500000US32005,48134
0500000US32007,51664
0500000US32009,1024
0500000US32011,1834
0500000US32013,16622
0500000US32015,5515
0500000US32017,4541
0500000US32019,55409
0500000US32021,4418
0500000US32023,44724
0500000US32027,4715
0500000US32029,4070
0500000US32031,457747
0500000US32033,7981
0500000US32510,52940
0500000US33001,60389
0500000US33003,47805
0500000US33005,71442
0500000US33007,29381
0500000US33009,83805
0500000US33011,407550
0500000US33013,144171
0500000US33015,305496
0500000US33017,120298
0500000US33019,42433
0500000US34001,259283
0500000US34003,920634
0500000US34005,434130
0500000US34007,499824
0500000US34009,90925
0500000US34011,138300
0500000US34013,778844
0500000US34015,287491
0500000US34017,663439
0500000US34019,121277
0500000US34021,351713
0500000US34023,797084
0500000US34025,614663
0500000US34027,485155
0500000US34029,594920
0500000US34031,495390
0500000US34033,61301
0500000US34035,326710
0500000US34037,139634
0500000US34039,548931
0500000US34041,104144
0500000US35001,670607
0500000US35003,3505
0500000US35005,62522
0500000US35006,25362
0500000US35007,11520
0500000US35009,48422
0500000US35011,1974
0500000US35013,211956
0500000US35015,57049
0500000US35017,26530
0500000US35019,3642
0500000US35021,432
0500000US35023,4121
0500000US35025,67680
0500000US35027,19337
0500000US35028,18895
0500000US35029,23631
0500000US35031,71206
0500000US35033,4491
0500000US35035,63079
0500000US35037,8052
0500000US35039,38716
0500000US35041,17518
0500000US35043,143808
0500000US35045,123616
0500000US35047,26030
0500000US35049,147703
0500000US35051,10655
0500000US35053,15979
0500000US35055,32554
0500000US35057,15176
0500000US35059,3442
0500000US35061,74699
0500000US36001,290546
0500000US36003,41359
0500000US36005,1392559
0500000US36007,182339
0500000US36009,74410
0500000US36011,72440
0500000US36013,122313
0500000US36015,79587
0500000US36017,46629
0500000US36019,72607
0500000US36021,58177
0500000US36023,44066
0500000US36025,42454
0500000US36027,277036
0500000US36029,892930
0500000US36031,34683
0500000US36033,44918
0500000US36035,52295
0500000US36037,56683
0500000US36039,44147
0500000US36041,4438
0500000US36043,60700
0500000US36045,104597
0500000US36047,2550485
0500000US36049,26170
0500000US36051,57301
0500000US36053,65862
0500000US36055,717966
0500000US36057,48348
0500000US36059,1335736
0500000US36061,1582094
0500000US36063,206281
0500000US36065,217302
0500000US36067,442532
0500000US36069,106375
0500000US36071,372180
0500000US36073,37843
0500000US36075,112298
0500000US36077,54513
0500000US36079,97270
0500000US36081,2243611
0500000US36083,153325
0500000US36085,469984
0500000US36087,320867
0500000US36089,96489
0500000US36091,225957
0500000US36093,150686
0500000US36095,29840
0500000US36097,17604
0500000US36099,31337
0500000US36101,94153
0500000US36103,1455524
0500000US36105,72815
0500000US36107,47924
0500000US36109,88713
0500000US36111,170662
0500000US36113,63303
0500000US36115,57866
0500000US36117,89004
0500000US36119,945706
0500000US36121,37484
0500000US36123,23775
0500000US37001,161433
0500000US37003,35788
0500000US37005,10977
0500000US37007,22715
0500000US37009,26703
0500000US37011,14047
0500000US37013,46448
0500000US37015,17702
0500000US37017,32794
0500000US37019,136325
0500000US37021,252803
0500000US37023,87642
0500000US37025,209691
0500000US37027,80770
0500000US37029,10654
0500000US37031,67964
0500000US37033,21371
0500000US37035,155449
0500000US37037,72010
0500000US37039,28036
0500000US37041,13724
0500000US37043,11106
0500000US37045,95711
0500000US37047,52623
0500000US37049,96793
0500000US37051,317261
0500000US37053,26956
0500000US37055,36426
0500000US37057,164482
0500000US37059,42261
0500000US37061,58384
0500000US37063,303427
0500000US37065,51372
0500000US37067,367643
0500000US37069,66459
0500000US37071,218537
0500000US37073,11443
0500000US37075,8369
0500000US37077,56599
0500000US37079,18525
0500000US37081,513209
0500000US37083,49381
0500000US37085,130817
0500000US37087,61111
0500000US37089,114899
0500000US37091,21523
0500000US37093,52716
0500000US37095,4560
0500000US37097,177084
0500000US37099,39470
0500000US37101,200982
0500000US37103,9384
0500000US37105,59749
0500000US37107,55145
0500000US37109,83691
0500000US37111,44256
0500000US37113,34886
0500000US37115,20593
0500000US37117,22288
0500000US37119,1078174
0500000US37121,14570
0500000US37123,26129
0500000US37125,97546
0500000US37127,92179
0500000US37129,224287
0500000US37131,18778
0500000US37133,177251
0500000US37135,134474
0500000US37137,11964
0500000US37139,36927
0500000US37141,60483
0500000US37143,13407
0500000US37145,39063
0500000US37147,172623
0500000US37149,20390
0500000US37151,141686
0500000US37153,43317
0500000US37155,128021
0500000US37157,89366
0500000US37159,136894
0500000US37161,65387
0500000US37163,62404
0500000US37165,32717
0500000US37167,60164
0500000US37169,44976
0500000US37171,70941
0500000US37173,14039
0500000US37175,32984
0500000US37177,3178
0500000US37179,232835
0500000US37181,44051
0500000US37183,1068810
0500000US37185,18866
0500000US37187,11615
0500000US37189,49752
0500000US37191,120744
0500000US37193,67194
0500000US37195,80062
0500000US37197,37199
0500000US37199,17716
0500000US38001,2206
0500000US38003,10075
0500000US38005,6804
0500000US38007,886
0500000US38009,6070
0500000US38011,3013
0500000US38013,2130
0500000US38015,92147
0500000US38017,175380
0500000US38019,3661
0500000US38021,4640
0500000US38023,2200
0500000US38025,4289
0500000US38027,2182
0500000US38029,3208
0500000US38031,3138
0500000US38033,1735
0500000US38035,65916
0500000US38037,2268
0500000US38039,2219
0500000US38041,2331
0500000US38043,2431
0500000US38045,4130
0500000US38047,1670
0500000US38049,5736
0500000US38051,2419
0500000US38053,13644
0500000US38055,9425
0500000US38057,8152
0500000US38059,30507
0500000US38061,10294
0500000US38063,2786
0500000US38065,1962
0500000US38067,6620
0500000US38069,3898
0500000US38071,11019
0500000US38073,5097
0500000US38075,2316
0500000US38077,15126
0500000US38079,14139
0500000US38081,3846
0500000US38083,1266
0500000US38085,4267
0500000US38087,788
0500000US38089,30503
0500000US38091,1817
0500000US38093,19351
0500000US38095,2139
0500000US38097,7606
0500000US38099,10435
0500000US38101,66708
0500000US38103,3810
0500000US38105,35437
0500000US39001,27280
0500000US39003,98592
0500000US39005,51141
0500000US39007,94193
0500000US39009,56440
0500000US39011,45039
0500000US39013,63227
0500000US39015,42778
0500000US39017,369683
0500000US39019,26752
0500000US39021,37930
0500000US39023,130915
0500000US39025,203341
0500000US39027,40590
0500000US39029,98544
0500000US39031,35968
0500000US39033,40690
0500000US39035,1216183
0500000US39037,50566
0500000US39039,37192
0500000US39041,202573
0500000US39043,73261
0500000US39045,152951
0500000US39047,28146
0500000US39049,1273734
0500000US39051,41518
0500000US39053,29163
0500000US39055,92661
0500000US39057,158748
0500000US39059,38468
0500000US39061,798152
0500000US39063,73519
0500000US39065,28739
0500000US39067,14793
0500000US39069,26600
0500000US39071,42420
0500000US39073,27795
0500000US39075,43107
0500000US39077,57576
0500000US39079,31706
0500000US39081,63681
0500000US39083,58024
0500000US39085,226290
0500000US39087,58982
0500000US39089,170896
0500000US39091,44801
0500000US39093,299935
0500000US39095,420716
0500000US39097,38941
0500000US39099,221661
0500000US39101,59347
0500000US39103,177364
0500000US39105,22613
0500000US39107,40296
0500000US39109,104804
0500000US39111,13685
0500000US39113,513532
0500000US39115,14362
0500000US39117,34834
0500000US39119,83645
0500000US39121,12050
0500000US39123,39881
0500000US39125,18539
0500000US39127,35535
0500000US39129,53477
0500000US39131,27431
0500000US39133,154816
0500000US39135,40357
0500000US39137,33415
0500000US39139,113442
0500000US39141,70827
0500000US39143,57235
0500000US39145,71837
0500000US39147,51916
0500000US39149,47859
0500000US39151,362017
0500000US39153,530978
0500000US39155,195196
0500000US39157,90758
0500000US39159,54534
0500000US39161,27825
0500000US39163,12951
0500000US39165,224855
0500000US39167,58314
0500000US39169,111853
0500000US39171,35617
0500000US39173,124195
0500000US39175,21585
0500000US40001,21975
0500000US40003,4683
0500000US40005,12491
0500000US40007,5220
0500000US40009,19195
0500000US40011,8093
0500000US40013,46060
0500000US40015,27598
0500000US40017,141895
0500000US40019,47598
0500000US40021,47183
0500000US40023,14473
0500000US40025,2145
0500000US40027,270142
0500000US40029,5484
0500000US40031,111670
0500000US40033,5606
0500000US40035,13378
0500000US40037,70285
0500000US40039,27284
0500000US40041,42215
0500000US40043,4789
0500000US40045,3871
0500000US40047,59561
0500000US40049,27426
0500000US40051,54269
0500000US40053,4241
0500000US40055,4763
0500000US40057,2580
0500000US40059,3632
0500000US40061,12549
0500000US40063,11871
0500000US40065,24111
0500000US40067,5932
0500000US40069,10661
0500000US40071,43138
0500000US40073,15593
0500000US40075,8618
0500000US40077,9883
0500000US40079,48601
0500000US40081,34416
0500000US40083,45874
0500000US40085,10022
0500000US40087,39623
0500000US40089,32480
0500000US40091,19290
0500000US40093,7506
0500000US40095,16480
0500000US40097,40513
0500000US40099,13508
0500000US40101,64585
0500000US40103,11060
0500000US40105,10040
0500000US40107,10900
0500000US40109,777365
0500000US40111,36877
0500000US40113,45505
0500000US40115,30189
0500000US40117,16166
0500000US40119,73714
0500000US40121,41724
0500000US40123,36883
0500000US40125,69402
0500000US40127,10916
0500000US40129,3585
0500000US40131,90352
0500000US40133,23911
0500000US40135,41186
0500000US40137,42604
0500000US40139,20076
0500000US40141,6988
0500000US40143,640621
0500000US40145,79711
0500000US40147,50935
0500000US40149,10682
0500000US40151,8000
0500000US40153,19261
0500000US41001,15513
0500000US41003,86460
0500000US41005,411932
0500000US41007,39114
0500000US41009,51598
0500000US41011,63115
0500000US41013,23620
0500000US41015,22713
0500000US41017,190486
0500000US41019,108560
0500000US41021,1875
0500000US41023,7050
0500000US41025,7117
0500000US41027,23085
0500000US41029,216413
0500000US41031,22726
0500000US41033,85729
0500000US41035,66516
0500000US41037,7317
0500000US41039,370192
0500000US41041,48690
0500000US41043,125070
0500000US41045,26829
0500000US41047,334258
0500000US41049,11384
0500000US41051,795408
0500000US41053,82639
0500000US41055,1682
0500000US41057,26105
0500000US41059,72743
0500000US41061,25774
0500000US41063,6964
0500000US41065,25759
0500000US41067,590052
0500000US41069,1399
0500000US41071,100857
0500000US42001,98458
0500000US42003,1186569
0500000US42005,64654
0500000US42007,162195
0500000US42009,47447
0500000US42011,406005
0500000US42013,119630
0500000US42015,59944
0500000US42017,618837
0500000US42019,182413
0500000US42021,125199
0500000US42023,4473
0500000US42025,62736
0500000US42027,143643
0500000US42029,509175
0500000US42031,37470
0500000US42033,73598
0500000US42035,36920
0500000US42037,60862
0500000US42039,81302
0500000US42041,238008
0500000US42043,272317
0500000US42045,544692
0500000US42047,29667
0500000US42049,258836
0500000US42051,125575
0500000US42053,3911
0500000US42055,152796
0500000US42057,14418
0500000US42059,32919
0500000US42061,39604
0500000US42063,78985
0500000US42065,42675
0500000US42067,24354
0500000US42069,202409
0500000US42071,531134
0500000US42073,83980
0500000US42075,136732
0500000US42077,357931
0500000US42079,305807
0500000US42081,107234
0500000US42083,38151
0500000US42085,103318
0500000US42087,45461
0500000US42089,166335
0500000US42091,805433
0500000US42093,17331
0500000US42095,293008
0500000US42097,87434
0500000US42099,45542
0500000US42101,1538102
0500000US42103,55266
0500000US42105,16438
0500000US42107,134598
0500000US42109,38088
0500000US42111,68646
0500000US42113,5824
0500000US42115,40128
0500000US42117,40218
0500000US42119,35924
0500000US42121,50099
0500000US42123,38777
0500000US42125,201788
0500000US42127,47488
0500000US42129,343662
0500000US42131,26212
0500000US42133,438276
0500000US44001,44979
0500000US44003,162706
0500000US44005,78839
0500000US44007,610132
0500000US44009,120372
0500000US45001,23875
0500000US45003,167014
0500000US45005,7775
0500000US45007,197318
0500000US45009,13391
0500000US45011,20861
0500000US45013,184819
0500000US45015,218337
0500000US45017,14225
0500000US45019,395852
0500000US45021,56223
0500000US45023,32040
0500000US45025,45267
0500000US45027,32450
0500000US45029,36796
0500000US45031,65417
0500000US45033,30038
0500000US45035,158789
0500000US45037,24661
0500000US45039,22133
0500000US45041,134826
0500000US45043,61556
0500000US45045,504018
0500000US45047,67996
0500000US45049,17892
0500000US45051,338565
0500000US45053,28848
0500000US45055,65641
0500000US45057,92862
0500000US45059,64707
0500000US45061,15721
0500000US45063,291516
0500000US45065,8322
0500000US45067,30470
0500000US45069,23756
0500000US45071,37223
0500000US45073,77360
0500000US45075,84015
0500000US45077,118607
0500000US45079,383811
0500000US45081,19976
0500000US45083,305679
0500000US45085,103904
0500000US45087,26874
0500000US45089,29238
0500000US45091,269517
0500000US46003,2596
0500000US46005,18011
0500000US46007,3376
0500000US46009,5408
0500000US46011,31540
0500000US46013,37765
0500000US46015,5050
0500000US46017,1990
0500000US46019,9916
0500000US46021,1446
0500000US46023,8989
0500000US46025,3602
0500000US46027,11710
0500000US46029,27746
0500000US46031,4077
0500000US46033,8608
0500000US46035,19010
0500000US46037,5314
0500000US46039,4247
0500000US46041,5787
0500000US46043,2809
0500000US46045,3762
0500000US46047,6509
0500000US46049,2254
0500000US46051,7040
0500000US46053,4142
0500000US46055,1896
0500000US46057,5917
0500000US46059,2999
0500000US46061,3419
0500000US46063,1164
0500000US46065,16376
0500000US46067,7093
0500000US46069,1406
0500000US46071,3196
0500000US46073,1965
0500000US46075,873
0500000US46077,4843
0500000US46079,12249
0500000US46081,24851
0500000US46083,58304
0500000US46085,3782
0500000US46087,5389
0500000US46089,2214
0500000US46091,4771
0500000US46093,27329
0500000US46095,1964
0500000US46097,2156
0500000US46099,186179
0500000US46101,6381
0500000US46102,14164
0500000US46103,109616
0500000US46105,2945
0500000US46107,2224
0500000US46109,10111
0500000US46111,2314
0500000US46115,6288
0500000US46117,3038
0500000US46119,1270
0500000US46121,10139
0500000US46123,5331
0500000US46125,8143
0500000US46127,15496
0500000US46129,5324
0500000US46135,21331
0500000US46137,2756
0500000US47001,74792
0500000US47003,48235
0500000US47005,15982
0500000US47007,13764
0500000US47009,129547
0500000US47011,103220
0500000US47013,38838
0500000US47015,14194
0500000US47017,26934
0500000US47019,54686
0500000US47021,40017
0500000US47023,15920
0500000US47025,30419
0500000US47027,7544
0500000US47029,35214
0500000US47031,55278
0500000US47033,14094
0500000US47035,59084
0500000US47037,668730
0500000US47039,11432
0500000US47041,19722
0500000US47043,52660
0500000US47045,36483
0500000US47047,39969
0500000US47049,17893
0500000US47051,39749
0500000US47053,47996
0500000US47055,28488
0500000US47057,23074
0500000US47059,66930
0500000US47061,13170
0500000US47063,62793
0500000US47065,353858
0500000US47067,6309
0500000US47069,21325
0500000US47071,25132
0500000US47073,55814
0500000US47075,17138
0500000US47077,27519
0500000US47079,31594
0500000US47081,23144
0500000US47083,7865
0500000US47085,18067
0500000US47087,11499
0500000US47089,52087
0500000US47091,15573
0500000US47093,455044
0500000US47095,4478
0500000US47097,22925
0500000US47099,43090
0500000US47101,11865
0500000US47103,33539
0500000US47105,52682
0500000US47107,51959
0500000US47109,25435
0500000US47111,23801
0500000US47113,94142
0500000US47115,28243
0500000US47117,33064
0500000US47119,93289
0500000US47121,11989
0500000US47123,44821
0500000US47125,200387
0500000US47127,6300
0500000US47129,18607
0500000US47131,29753
0500000US47133,21844
0500000US47135,7852
0500000US47137,4994
0500000US47139,16489
0500000US47141,75126
0500000US47143,31904
0500000US47145,52604
0500000US47147,69939
0500000US47149,318630
0500000US47151,21509
0500000US47153,14684
0500000US47155,96476
0500000US47157,919250
0500000US47159,19694
0500000US47161,13336
0500000US47163,155128
0500000US47165,185512
0500000US47167,60660
0500000US47169,9375
0500000US47171,17397
0500000US47173,19402
0500000US47175,5677
0500000US47177,40343
0500000US47179,124091
0500000US47181,14599
0500000US47183,30937
0500000US47185,26646
0500000US47187,231518
0500000US47189,138664
0500000US48001,44402
0500000US48003,18118
0500000US48005,84382
0500000US48007,23806
0500000US48009,8698
0500000US48011,1871
0500000US48013,49491
0500000US48015,29586
0500000US48017,6647
0500000US48019,22260
0500000US48021,84565
0500000US48023,3447
0500000US48025,24747
0500000US48027,343093
0500000US48029,1944919
0500000US48031,11542
0500000US48033,653
0500000US48035,18059
0500000US48037,87779
0500000US48039,355844
0500000US48041,210697
0500000US48043,8997
0500000US48045,1339
0500000US48047,6549
0500000US48049,36074
0500000US48051,18000
0500000US48053,46906
0500000US48055,40543
0500000US48057,21177
0500000US48059,13836
0500000US48061,419023
0500000US48063,12870
0500000US48065,5928
0500000US48067,29585
0500000US48069,7482
0500000US48071,42253
0500000US48073,48906
0500000US48075,5631
0500000US48077,10359
0500000US48079,2828
0500000US48081,3173
0500000US48083,8180
0500000US48085,1000193
0500000US48087,2873
0500000US48089,20854
0500000US48091,147787
0500000US48093,13281
0500000US48095,2054
0500000US48097,39570
0500000US48099,60278
0500000US48101,1624
0500000US48103,4598
0500000US48105,3332
0500000US48107,5665
0500000US48109,2178
0500000US48111,7167
0500000US48113,2592698
0500000US48115,11003
0500000US48117,18368
0500000US48119,5215
0500000US48121,849157
0500000US48123,18292
0500000US48125,2075
0500000US48127,10117
0500000US48129,3011
0500000US48131,10664
0500000US48133,17372
0500000US48135,160389
0500000US48137,1934
0500000US48139,177414
0500000US48141,821728
0500000US48143,40182
0500000US48145,15530
0500000US48147,32042
0500000US48149,24833
0500000US48151,3797
0500000US48153,5736
0500000US48155,1163
0500000US48157,784569
0500000US48159,10669
0500000US48161,18107
0500000US48163,15751
0500000US48165,20974
0500000US48167,331082
0500000US48169,4326
0500000US48171,26301
0500000US48173,1447
0500000US48175,7473
0500000US48177,20539
0500000US48179,20336
0500000US48181,130815
0500000US48183,119811
0500000US48185,24484
0500000US48187,161021
0500000US48189,31248
0500000US48191,2975
0500000US48193,8225
0500000US48195,5362
0500000US48197,3931
0500000US48199,56675
0500000US48201,4634207
0500000US48203,64746
0500000US48205,4037
0500000US48207,5242
0500000US48209,215712
0500000US48211,3866
0500000US48213,80411
0500000US48215,851346
0500000US48217,35061
0500000US48219,22158
0500000US48221,59245
0500000US48223,36097
0500000US48225,19834
0500000US48227,31651
0500000US48229,3795
0500000US48231,93531
0500000US48233,20957
0500000US48235,1553
0500000US48237,7756
0500000US48239,14484
0500000US48241,34546
0500000US48243,2184
0500000US48245,236284
0500000US48247,5043
0500000US48249,40287
0500000US48251,168168
0500000US48253,12741
0500000US48255,12181
0500000US48257,128053
0500000US48259,44993
0500000US48261,391
0500000US48263,655
0500000US48265,50648
0500000US48267,4318
0500000US48269,279
0500000US48271,3444
0500000US48273,28884
0500000US48275,3553
0500000US48277,49070
0500000US48279,12820
0500000US48281,20920
0500000US48283,6567
0500000US48285,19611
0500000US48287,16740
0500000US48289,17241
0500000US48291,78477
0500000US48293,22488
0500000US48295,3217
0500000US48297,10743
0500000US48299,21190
0500000US48301,117
0500000US48303,296062
0500000US48305,5823
0500000US48307,7801
0500000US48309,243886
0500000US48311,724
0500000US48313,11454
0500000US48315,9882
0500000US48317,5622
0500000US48319,4239
0500000US48321,36375
0500000US48323,57926
0500000US48325,48450
0500000US48327,2067
0500000US48329,169095
0500000US48331,24275
0500000US48333,4670
0500000US48335,6296
0500000US48337,19298
0500000US48339,586235
0500000US48341,20979
0500000US48343,12081
0500000US48345,1362
0500000US48347,59505
0500000US48349,48483
0500000US48351,13631
0500000US48353,14645
0500000US48355,353849
0500000US48357,9816
0500000US48359,1665
0500000US48361,82725
0500000US48363,28432
0500000US48365,22653
0500000US48367,136559
0500000US48369,9567
0500000US48371,13342
0500000US48373,46439
0500000US48375,111455
0500000US48377,6803
0500000US48379,11917
0500000US48381,133097
0500000US48383,3732
0500000US48385,3192
0500000US48387,11917
0500000US48389,14036
0500000US48391,6848
0500000US48393,772
0500000US48395,16888
0500000US48397,100463
0500000US48399,9983
0500000US48401,48907
0500000US48403,10312
0500000US48405,8000
0500000US48407,28397
0500000US48409,65949
0500000US48411,5352
0500000US48413,2898
0500000US48415,14907
0500000US48417,3265
0500000US48419,25015
0500000US48421,3008
0500000US48423,224754
0500000US48425,8727
0500000US48427,63423
0500000US48429,8947
0500000US48431,1239
0500000US48433,1369
0500000US48435,3775
0500000US48437,6765
0500000US48439,2050487
0500000US48441,131253
0500000US48443,903
0500000US48445,11498
0500000US48447,1500
0500000US48449,32403
0500000US48451,112438
0500000US48453,1225488
0500000US48455,14510
0500000US48457,18819
0500000US48459,40849
0500000US48461,3586
0500000US48463,26364
0500000US48465,47057
0500000US48467,55010
0500000US48469,90520
0500000US48471,55363
0500000US48473,49538
0500000US48475,11640
0500000US48477,33197
0500000US48479,271660
0500000US48481,41088
0500000US48483,5128
0500000US48485,117977
0500000US48487,12172
0500000US48489,20093
0500000US48491,565346
0500000US48493,49409
0500000US48495,7720
0500000US48497,66842
0500000US48499,43367
0500000US48501,8612
0500000US48503,17651
0500000US48505,14050
0500000US48507,11801
0500000US49001,6541
0500000US49003,54560
0500000US49005,123273
0500000US49007,20061
0500000US49009,518
0500000US49011,348038
0500000US49013,19580
0500000US49015,9984
0500000US49017,4803
0500000US49019,9576
0500000US49021,52587
0500000US49023,11464
0500000US49025,7491
0500000US49027,12808
0500000US49029,11926
