Geography,Population for whom poverty status is determined
0500000US05083,21214
0500000US05085,72339
0500000US05087,16279
0500000US05089,16345
0500000US05091,42099
0500000US05093,40353
0500000US05095,6789
0500000US05097,8813
0500000US05099,8042
0500000US05101,7687
0500000US05103,23229
0500000US05105,10233
0500000US05107,18010
0500000US05109,10519
0500000US05111,23138
0500000US05113,19695
0500000US05115,60497
0500000US05117,7935
0500000US05119,386131
0500000US05121,17475
0500000US05123,22119
0500000US05125,119263
0500000US05127,10201
0500000US05129,7789
0500000US05131,125802
0500000US05133,16776
0500000US05135,16918
0500000US05137,12478
0500000US05139,38696
0500000US05141,16366
0500000US05143,228178
0500000US05145,74977
0500000US05147,6235
0500000US05149,21117
0500000US06001,1635239
0500000US06003,1159
0500000US06005,35417
0500000US06007,217748
0500000US06009,45417
0500000US06011,21302
0500000US06013,1138316
0500000US06015,24665
0500000US06017,188636
0500000US06019,973165
0500000US06021,27729
0500000US06023,132842
0500000US06025,170465
0500000US06027,17536
0500000US06029,861063
0500000US06031,136804
0500000US06033,63025
0500000US06035,20844
0500000US06037,9884138
0500000US06039,147405
0500000US06041,253813
0500000US06043,17112
0500000US06045,85619
0500000US06047,267287
0500000US06049,8593
0500000US06051,14249
0500000US06053,415908
0500000US06055,135270
0500000US06057,98270
0500000US06059,3133095
0500000US06061,388552
0500000US06063,18499
0500000US06065,2398354
0500000US06067,1517215
0500000US06069,61067
0500000US06071,2107058
0500000US06073,3239995
0500000US06075,861021
0500000US06077,734604
0500000US06079,266514
0500000US06081,759302
0500000US06083,424566
0500000US06085,1893555
0500000US06087,261221
0500000US06089,176072
0500000US06091,2870
0500000US06093,43099
0500000US06095,433655
0500000US06097,489796
0500000US06099,541777
0500000US06101,95087
0500000US06103,63353
0500000US06105,12327
0500000US06107,457738
0500000US06109,50647
0500000US06111,833203
0500000US06113,210825
0500000US06115,75779
0500000US08001,504760
0500000US08003,15139
0500000US08005,643436
0500000US08007,13483
0500000US08009,3449
0500000US08011,3990
0500000US08013,312996
0500000US08014,69095
0500000US08015,18565
0500000US08017,1959
0500000US08019,9361
0500000US08021,8088
0500000US08023,3810
0500000US08025,4551
0500000US08027,4936
0500000US08029,29480
0500000US08031,704205
0500000US08033,1896
0500000US08035,342681
0500000US08037,54743
0500000US08039,26116
0500000US08041,690908
0500000US08043,36764
0500000US08045,58678
0500000US08047,5919
0500000US08049,15445
0500000US08051,16399
0500000US08053,781
0500000US08055,6579
0500000US08057,1311
0500000US08059,569502
0500000US08061,1431
0500000US08063,7025
0500000US08065,7735
0500000US08067,54250
0500000US08069,340969
0500000US08071,13534
0500000US08073,3460
0500000US08075,21383
0500000US08077,149401
0500000US08079,853
0500000US08081,13030
0500000US08083,25958
0500000US08085,41846
0500000US08087,28193
0500000US08089,17866
0500000US08091,4886
0500000US08093,18092
0500000US08095,4266
0500000US08097,17916
0500000US08099,11702
0500000US08101,163515
0500000US08103,6025
0500000US08105,11095
0500000US08107,25067
0500000US08109,6708
0500000US08111,646
0500000US08113,8081
0500000US08115,2270
0500000US08117,30525
0500000US08119,24872
0500000US08121,4562
0500000US08123,307998
0500000US08125,9638
0500000US09001,926873
0500000US09003,871495
0500000US09005,178814
0500000US09007,157562
0500000US09009,829315
0500000US09011,255313
0500000US09013,136016
0500000US09015,111547
0500000US10001,173725
0500000US10003,540970
0500000US10005,226571
0500000US11001,669089
0500000US12001,254198
0500000US12003,25633
0500000US12005,177623
0500000US12007,23633
0500000US12009,587795
0500000US12011,1925837
0500000US12013,12289
0500000US12015,182114
0500000US12017,145046
0500000US12019,213612
0500000US12021,376077
0500000US12023,65897
0500000US12027,35403
0500000US12029,15065
0500000US12031,927234
0500000US12033,299170
0500000US12035,111825
0500000US12037,10323
0500000US12039,42318
0500000US12041,16858
0500000US12043,12452
0500000US12045,12334
0500000US12047,11134
0500000US12049,25098
0500000US12051,40890
0500000US12053,188073
0500000US12055,102883
0500000US12057,1430459
0500000US12059,17711
0500000US12061,155656
0500000US12063,39674
0500000US12065,12409
0500000US12067,7088
0500000US12069,351408
0500000US12071,747351
0500000US12073,278529
0500000US12075,40623
0500000US12077,6874
0500000US12079,16350
0500000US12081,389240
0500000US12083,349250
0500000US12085,157211
0500000US12086,2667927
0500000US12087,73898
0500000US12089,84877
0500000US12091,200915
0500000US12093,38243
0500000US12095,1340469
0500000US12097,361161
0500000US12099,1461191
0500000US12101,531191
0500000US12103,955568
0500000US12105,691652
0500000US12107,72345
0500000US12109,252701
0500000US12111,317808
0500000US12113,172800
0500000US12115,421681
0500000US12117,462651
0500000US12119,120348
0500000US12121,42333
0500000US12123,17884
0500000US12125,9397
0500000US12127,535066
0500000US12129,29407
0500000US12131,69134
0500000US12133,22334
0500000US13001,17991
0500000US13003,8274
0500000US13005,10337
0500000US13007,3090
0500000US13009,40800
0500000US13011,18886
0500000US13013,80897
0500000US13015,105029
0500000US13017,16510
0500000US13019,18898
0500000US13021,146479
0500000US13023,11566
0500000US13025,18813
0500000US13027,15429
0500000US13029,38069
0500000US13031,69039
0500000US13033,22121
0500000US13035,21558
0500000US13037,4394
0500000US13039,51961
0500000US13043,10576
0500000US13045,114877
0500000US13047,66522
0500000US13049,11860
0500000US13051,277048
0500000US13053,7021
0500000US13055,22772
0500000US13057,251625
0500000US13059,115750
0500000US13061,2878
0500000US13063,281025
0500000US13065,6560
0500000US13067,744737
0500000US13069,39451
0500000US13071,44832
0500000US13073,153028
0500000US13075,16946
0500000US13077,144876
0500000US13079,12140
0500000US13081,21924
0500000US13083,14826
0500000US13085,25013
0500000US13087,25361
0500000US13089,741462
0500000US13091,18655
0500000US13093,12105
0500000US13095,84916
0500000US13097,143241
0500000US13099,10050
0500000US13101,3944
0500000US13103,61602
0500000US13105,18897
0500000US13107,21664
0500000US13109,10140
0500000US13111,25462
0500000US13113,112443
0500000US13115,93467
0500000US13117,235741
0500000US13119,22416
0500000US13121,1018587
0500000US13123,30759
0500000US13125,2906
0500000US13127,83457
0500000US13129,56992
0500000US13131,24376
0500000US13133,17641
0500000US13135,919423
0500000US13137,43009
0500000US13139,199537
0500000US13141,6097
0500000US13143,29199
0500000US13145,34080
0500000US13147,25036
0500000US13149,11565
0500000US13151,228460
0500000US13153,153031
0500000US13155,9234
0500000US13157,69542
0500000US13159,13832
0500000US13161,14991
0500000US13163,14950
0500000US13165,8183
0500000US13167,8839
0500000US13169,28345
0500000US13171,17254
0500000US13173,10223
0500000US13175,46333
0500000US13177,28461
0500000US13179,59793
0500000US13181,7822
0500000US13183,18944
0500000US13185,112028
0500000US13187,31528
0500000US13189,21155
0500000US13191,14022
0500000US13193,10994
0500000US13195,29361
0500000US13197,8329
0500000US13199,20923
0500000US13201,5554
0500000US13205,19687
0500000US13207,26262
0500000US13209,8259
0500000US13211,18563
0500000US13213,39202
0500000US13215,188353
0500000US13217,108132
0500000US13219,38908
0500000US13221,14905
0500000US13223,163329
0500000US13225,25736
0500000US13227,31738
0500000US13229,19183
0500000US13231,18174
0500000US13233,41972
0500000US13235,9609
0500000US13237,21581
0500000US13239,2290
0500000US13241,16535
0500000US13243,6629
0500000US13245,192366
0500000US13247,89152
0500000US13249,5215
0500000US13251,13521
0500000US13253,8106
0500000US13255,64769
0500000US13257,24976
0500000US13259,4204
0500000US13261,27659
0500000US13263,6209
0500000US13265,1596
0500000US13267,19253
0500000US13269,7952
0500000US13271,12605
0500000US13273,8318
0500000US13275,43803
0500000US13277,38367
0500000US13279,26466
0500000US13281,10944
0500000US13283,6400
0500000US13285,68363
0500000US13287,7609
0500000US13289,8140
0500000US13291,23388
0500000US13293,25446
0500000US13295,67773
0500000US13297,92082
0500000US13299,33075
0500000US13301,5187
0500000US13303,18323
0500000US13305,27782
0500000US13307,2583
0500000US13309,7702
0500000US13311,29398
0500000US13313,102656
0500000US13315,6665
0500000US13317,9639
0500000US13319,8811
0500000US13321,20030
0500000US15001,198266
0500000US15003,947267
0500000US15005,430
0500000US15007,71165
0500000US15009,164449
0500000US16001,461994
0500000US16003,4166
0500000US16005,82094
0500000US16007,5986
0500000US16009,9094
0500000US16011,45610
0500000US16013,22691
0500000US16015,7604
0500000US16017,44244
0500000US16019,115790
0500000US16021,12041
0500000US16023,2562
0500000US16025,1069
0500000US16027,220528
0500000US16029,6944
0500000US16031,23542
0500000US16033,885
0500000US16035,7816
0500000US16037,4159
0500000US16039,26143
0500000US16041,13695
0500000US16043,12532
0500000US16045,17484
0500000US16047,15169
0500000US16049,15909
0500000US16051,29186
0500000US16053,23865
0500000US16055,159682
0500000US16057,36860
0500000US16059,7804
0500000US16061,3817
0500000US16063,5289
0500000US16065,39344
0500000US16067,20652
0500000US16069,39476
0500000US16071,4401
0500000US16073,11576
0500000US16075,23373
0500000US16077,7592
0500000US16079,12470
0500000US16081,11748
0500000US16083,85103
0500000US16085,10957
0500000US16087,10026
0500000US17001,64256
0500000US17003,5885
0500000US17005,14730
0500000US17007,52743
0500000US17009,4713
0500000US17011,32318
0500000US17013,4667
0500000US17015,13733
0500000US17017,12174
0500000US17019,194472
0500000US17021,31002
0500000US17023,15325
0500000US17025,12959
0500000US17027,35420
0500000US17029,47407
0500000US17031,5082060
0500000US17033,16453
0500000US17035,10616
0500000US17037,99964
0500000US17039,15426
0500000US17041,19187
0500000US17043,913236
0500000US17045,16959
0500000US17047,6308
0500000US17049,33574
0500000US17051,19808
0500000US17053,12736
0500000US17055,37901
0500000US17057,32082
0500000US17059,4973
0500000US17061,12677
0500000US17063,50158
0500000US17065,8071
0500000US17067,17605
0500000US17069,3799
0500000US17071,6676
0500000US17073,48162
0500000US17075,26746
0500000US17077,53728
0500000US17079,9408
0500000US17081,35527
0500000US17083,20763
0500000US17085,21241
0500000US17087,10076
0500000US17089,525065
0500000US17091,105504
0500000US17093,127192
0500000US17095,45810
0500000US17097,682049
0500000US17099,105323
0500000US17101,13445
0500000US17103,30901
0500000US17105,33571
0500000US17107,24912
0500000US17109,26824
0500000US17111,304687
0500000US17113,163631
0500000US17115,101042
0500000US17117,44290
0500000US17119,258701
0500000US17121,36375
0500000US17123,11084
0500000US17125,13285
0500000US17127,13687
0500000US17129,12107
0500000US17131,15245
0500000US17133,34122
0500000US17135,25633
0500000US17137,30932
0500000US17139,14264
0500000US17141,49978
0500000US17143,175976
0500000US17145,18340
0500000US17147,16348
0500000US17149,15042
0500000US17151,4019
0500000US17153,5335
0500000US17155,5702
0500000US17157,28251
0500000US17159,15401
0500000US17161,137890
0500000US17163,256679
0500000US17165,23179
0500000US17167,191976
0500000US17169,6802
0500000US17171,4912
0500000US17173,21425
0500000US17175,5256
0500000US17177,43902
0500000US17179,129697
0500000US17181,16584
0500000US17183,73487
0500000US17185,11260
0500000US17187,15844
0500000US17189,13754
0500000US17191,16240
0500000US17193,13223
0500000US17195,54340
0500000US17197,679320
0500000US17199,64469
0500000US17201,279100
0500000US17203,37368
0500000US18001,34909
0500000US18003,369245
0500000US18005,82266
0500000US18007,8556
0500000US18009,11731
0500000US18011,66016
0500000US18013,14878
0500000US18015,19880
0500000US18017,36578
0500000US18019,115475
0500000US18021,25457
0500000US18023,31338
0500000US18025,10399
0500000US18027,32661
0500000US18029,48901
0500000US18031,26089
0500000US18033,42777
0500000US18035,107048
0500000US18037,41562
0500000US18039,201533
0500000US18041,22674
0500000US18043,76240
0500000US18045,16248
0500000US18047,22661
0500000US18049,19689
0500000US18051,32831
0500000US18053,60474
0500000US18055,31777
0500000US18057,328349
0500000US18059,75746
0500000US18061,39664
0500000US18063,163409
0500000US18065,44557
0500000US18067,80998
0500000US18069,34892
0500000US18071,42809
0500000US18073,32492
0500000US18075,20355
0500000US18077,29714
0500000US18079,26901
0500000US18081,153247
0500000US18083,34529
0500000US18085,77358
0500000US18087,39027
0500000US18089,479537
0500000US18091,101981
0500000US18093,44758
0500000US18095,122990
0500000US18097,938064
0500000US18099,45554
0500000US18101,9828
0500000US18103,33361
0500000US18105,131534
0500000US18107,36773
0500000US18109,68862
0500000US18111,13723
0500000US18113,46559
0500000US18115,5785
0500000US18117,19182
0500000US18119,20547
0500000US18121,15498
0500000US18123,17394
0500000US18125,12076
0500000US18127,165213
0500000US18129,25192
0500000US18131,12264
0500000US18133,31955
0500000US18135,24190
0500000US18137,27975
0500000US18139,16368
0500000US18141,258247
0500000US18143,22897
0500000US18145,43612
0500000US18147,20097
0500000US18149,22846
0500000US18151,32995
0500000US18153,18353
0500000US18155,10620
0500000US18157,176099
0500000US18159,14870
0500000US18161,6945
0500000US18163,174804
0500000US18165,15191
0500000US18167,98658
0500000US18169,29258
0500000US18171,8101
0500000US18173,61640
0500000US18175,27489
0500000US18177,63331
0500000US18179,27336
0500000US18181,23829
0500000US18183,33311
0500000US19001,6886
0500000US19003,3555
0500000US19005,13470
0500000US19007,12317
0500000US19009,5394
0500000US19011,25101
0500000US19013,126806
0500000US19015,25987
0500000US19017,23455
0500000US19019,20912
0500000US19021,18936
0500000US19023,14245
0500000US19025,8933
0500000US19027,19761
0500000US19029,12733
0500000US19031,18089
0500000US19033,41835
0500000US19035,10761
0500000US19037,11749
0500000US19039,9138
0500000US19041,15814
0500000US19043,17223
0500000US19045,45606
0500000US19047,16801
0500000US19049,89930
0500000US19051,8858
0500000US19053,7188
0500000US19055,16939
0500000US19057,38415
0500000US19059,17020
0500000US19061,93598
0500000US19063,8390
0500000US19065,18966
0500000US19067,15499
0500000US19069,9921
0500000US19071,6742
0500000US19073,8795
0500000US19075,12086
0500000US19077,10575
0500000US19079,14722
0500000US19081,10487
0500000US19083,16068
0500000US19085,13799
0500000US19087,18349
0500000US19089,8987
0500000US19091,9388
0500000US19093,6693
0500000US19095,15884
0500000US19097,19016
0500000US19099,35319
0500000US19101,17393
0500000US19103,143036
0500000US19105,19324
0500000US19107,10009
0500000US19109,14628
0500000US19111,32532
0500000US19113,220201
0500000US19115,10968
0500000US19117,8391
0500000US19119,11629
0500000US19121,15976
0500000US19123,21694
0500000US19125,31503
0500000US19127,38455
0500000US19129,14825
0500000US19131,10330
0500000US19133,8470
0500000US19135,7643
0500000US19137,9843
0500000US19139,41906
0500000US19141,13464
0500000US19143,5918
0500000US19145,14081
0500000US19147,8624
0500000US19149,24763
0500000US19151,6572
0500000US19153,476815
0500000US19155,91118
0500000US19157,16734
0500000US19159,4710
0500000US19161,9501
0500000US19163,169231
0500000US19165,11326
0500000US19167,32618
0500000US19169,86258
0500000US19171,16490
0500000US19173,6058
0500000US19175,12027
0500000US19177,7023
0500000US19179,34296
0500000US19181,48915
0500000US19183,21679
0500000US19185,6318
0500000US19187,33571
0500000US19189,9788
0500000US19191,17885
0500000US19193,99913
0500000US19195,7280
0500000US19197,12411
0500000US20001,12037
0500000US20003,7720
0500000US20005,14874
0500000US20007,4440
0500000US20009,25614
0500000US20011,14030
0500000US20013,9412
0500000US20015,63587
0500000US20017,2516
0500000US20019,3227
0500000US20021,19721
0500000US20023,2596
0500000US20025,1889
0500000US20027,7885
0500000US20029,8360
0500000US20031,8094
0500000US20033,1681
0500000US20035,32887
0500000US20037,36838
0500000US20039,2728
0500000US20041,18202
0500000US20043,6863
0500000US20045,113339
0500000US20047,2735
0500000US20049,2487
0500000US20051,27573
0500000US20053,5273
0500000US20055,35724
0500000US20057,32951
0500000US20059,24921
0500000US20061,32257
0500000US20063,2592
0500000US20065,2427
0500000US20067,7258
0500000US20069,5911
0500000US20071,1126
0500000US20073,5916
0500000US20075,2552
0500000US20077,5346
0500000US20079,33022
0500000US20081,3941
0500000US20083,1827
0500000US20085,13058
0500000US20087,18721
0500000US20089,2804
0500000US20091,591873
0500000US20093,3768
0500000US20095,7044
0500000US20097,2288
0500000US20099,19536
0500000US20101,1520
0500000US20103,75726
0500000US20105,2946
0500000US20107,9607
0500000US20109,2755
0500000US20111,31813
0500000US20113,27151
0500000US20115,11081
0500000US20117,9530
0500000US20119,3999
0500000US20121,33052
0500000US20123,5848
0500000US20125,31171
0500000US20127,5468
0500000US20129,2577
0500000US20131,9783
0500000US20133,15480
0500000US20135,2785
0500000US20137,4511
0500000US20139,15558
0500000US20141,3388
0500000US20143,5679
0500000US20145,5482
0500000US20147,5175
0500000US20149,23849
0500000US20151,8856
0500000US20153,2441
0500000US20155,59465
0500000US20157,4492
0500000US20159,8809
0500000US20161,64388
0500000US20163,4788
0500000US20165,2877
0500000US20167,6751
0500000US20169,53003
0500000US20171,4781
0500000US20173,508233
0500000US20175,21358
0500000US20177,172598
0500000US20179,2479
0500000US20181,5664
0500000US20183,3521
0500000US20185,3999
0500000US20187,2000
0500000US20189,5363
0500000US20191,22362
0500000US20193,7317
0500000US20195,2703
0500000US20197,6772
0500000US20199,1555
0500000US20201,5326
0500000US20203,2083
0500000US20205,8423
0500000US20207,3086
0500000US20209,163600
0500000US21001,17982
0500000US21003,20765
0500000US21005,22327
0500000US21007,7772
0500000US21009,42915
0500000US21011,12306
0500000US21013,25562
0500000US21015,130608
0500000US21017,19570
0500000US21019,45388
0500000US21021,26965
0500000US21023,8225
0500000US21025,12517
0500000US21027,19929
0500000US21029,80105
0500000US21031,12316
0500000US21033,12563
0500000US21035,35231
0500000US21037,90118
0500000US21039,4680
0500000US21041,10382
0500000US21043,26145
0500000US21045,15537
0500000US21047,64507
0500000US21049,35423
0500000US21051,18732
0500000US21053,10015
0500000US21055,8637
0500000US21057,6547
0500000US21059,98137
0500000US21061,11998
0500000US21063,5914
0500000US21065,14051
0500000US21067,308922
0500000US21069,14493
0500000US21071,35213
0500000US21073,48856
0500000US21075,5624
0500000US21077,8562
0500000US21079,17324
0500000US21081,24651
0500000US21083,36339
0500000US21085,26002
0500000US21087,10836
0500000US21089,34887
0500000US21091,8654
0500000US21093,106364
0500000US21095,25590
0500000US21097,18415
0500000US21099,18446
0500000US21101,44298
0500000US21103,15914
0500000US21105,4316
0500000US21107,43775
0500000US21109,13225
0500000US21111,751526
0500000US21113,51643
0500000US21115,21832
0500000US21117,164265
0500000US21119,14301
0500000US21121,30399
0500000US21123,13903
0500000US21125,59728
0500000US21127,15487
0500000US21129,6622
0500000US21131,9631
0500000US21133,21520
0500000US21135,13164
0500000US21137,24005
0500000US21139,9115
0500000US21141,26683
0500000US21143,6941
0500000US21145,63814
0500000US21147,15834
0500000US21149,9102
0500000US21151,85541
0500000US21153,12193
0500000US21155,18224
0500000US21157,30488
0500000US21159,10163
0500000US21161,16765
0500000US21163,27973
0500000US21165,6379
0500000US21167,21466
0500000US21169,9945
0500000US21171,10430
0500000US21173,27545
0500000US21175,11599
0500000US21177,30067
0500000US21179,45473
0500000US21181,7048
0500000US21183,23518
0500000US21185,62858
0500000US21187,10743
0500000US21189,4269
0500000US21191,14350
0500000US21193,25397
0500000US21195,57403
0500000US21197,11960
0500000US21199,63452
0500000US21201,1976
0500000US21203,16342
0500000US21205,21559
0500000US21207,17477
0500000US21209,54312
0500000US21211,46931
0500000US21213,17831
0500000US21215,18746
0500000US21217,24409
0500000US21219,12078
0500000US21221,14492
0500000US21223,8355
0500000US21225,14232
0500000US21227,123100
0500000US21229,11703
0500000US21231,20066
0500000US21233,12642
0500000US21235,34236
0500000US21237,7016
0500000US21239,26039
0500000US22001,61287
0500000US22003,20887
0500000US22005,123812
0500000US22007,22017
0500000US22009,36799
0500000US22011,36917
0500000US22013,13061
0500000US22015,123605
0500000US22017,238498
0500000US22019,199701
0500000US22021,9618
0500000US22023,6933
0500000US22025,8290
0500000US22027,13593
0500000US22029,17698
0500000US22031,27170
0500000US22033,433686
0500000US22035,4232
0500000US22037,15827
0500000US22039,31834
0500000US22041,18872
0500000US22043,19108
0500000US22045,69645
0500000US22047,29335
0500000US22049,14584
0500000US22051,431099
0500000US22053,30896
0500000US22055,238082
0500000US22057,95651
0500000US22059,13569
0500000US22061,43977
0500000US22063,139233
0500000US22065,9146
0500000US22067,24340
0500000US22069,37545
0500000US22071,377648
0500000US22073,147810
0500000US22075,22950
0500000US22077,21618
0500000US22079,126370
0500000US22081,8144
0500000US22083,19327
0500000US22085,23562
0500000US22087,46330
0500000US22089,52072
0500000US22091,10012
0500000US22093,20922
0500000US22095,42294
0500000US22097,81053
0500000US22099,53093
0500000US22101,49253
0500000US22103,255645
0500000US22105,129942
0500000US22107,4417
0500000US22109,109498
0500000US22111,21631
0500000US22113,58920
0500000US22115,46734
0500000US22117,44344
0500000US22119,37838
0500000US22121,25484
0500000US22123,10562
0500000US22125,11900
0500000US22127,12267
0500000US23001,104450
0500000US23003,65245
0500000US23005,286132
0500000US23007,28721
0500000US23009,53416
0500000US23011,118525
0500000US23013,38114
0500000US23015,33821
0500000US23017,56774
0500000US23019,145179
0500000US23021,16481
0500000US23023,35430
0500000US23025,49751
0500000US23027,38944
0500000US23029,30357
0500000US23031,202698
0500000US24001,62610
0500000US24003,558904
0500000US24005,807679
0500000US24009,91429
0500000US24011,32774
0500000US24013,164625
0500000US24015,101676
0500000US24017,159247
0500000US24019,31535
0500000US24021,250963
0500000US24023,28392
0500000US24025,251593
0500000US24027,319424
0500000US24029,17777
0500000US24031,1038784
0500000US24033,889025
0500000US24035,49566
0500000US24037,110128
0500000US24039,19575
0500000US24041,36599
0500000US24043,141836
0500000US24045,99179
0500000US24047,51204
0500000US24510,580311
0500000US25001,210734
0500000US25003,119537
0500000US25005,548482
0500000US25007,17279
0500000US25009,770223
0500000US25011,69454
0500000US25013,452156
0500000US25015,138291
0500000US25017,1550934
0500000US25019,11090
0500000US25021,685820
0500000US25023,507382
0500000US25025,757069
0500000US25027,798878
0500000US26001,10281
0500000US26003,8066
0500000US26005,115744
0500000US26007,27847
0500000US26009,23009
0500000US26011,14824
0500000US26013,7116
0500000US26015,60150
0500000US26017,102432
0500000US26019,17447
0500000US26021,150645
0500000US26023,41097
0500000US26025,130127
0500000US26027,51175
0500000US26029,25828
0500000US26031,25047
0500000US26033,33950
0500000US26035,30265
0500000US26037,78067
0500000US26039,13660
0500000US26041,35294
0500000US26043,24922
0500000US26045,107930
0500000US26047,32729
0500000US26049,402024
0500000US26051,25021
0500000US26053,13707
0500000US26055,90991
0500000US26057,34783
0500000US26059,43998
0500000US26061,33107
0500000US26063,30693
0500000US26065,272645
0500000US26067,60613
0500000US26069,24845
0500000US26071,10716
0500000US26073,64056
0500000US26075,148501
0500000US26077,256153
0500000US26079,17543
0500000US26081,641657
0500000US26083,2093
0500000US26085,11479
0500000US26087,86127
0500000US26089,21431
0500000US26091,93280
0500000US26093,189204
0500000US26095,5249
0500000US26097,10642
0500000US26099,862345
0500000US26101,23233
0500000US26103,62881
0500000US26105,28685
0500000US26107,40477
0500000US26109,22375
0500000US26111,81999
0500000US26113,14899
0500000US26115,148264
0500000US26117,60772
0500000US26119,9095
0500000US26121,167018
0500000US26123,48080
0500000US26125,1244189
0500000US26127,26234
0500000US26129,20462
0500000US26131,5733
0500000US26133,22893
0500000US26135,8219
0500000US26137,24215
0500000US26139,279461
0500000US26141,12540
0500000US26143,23450
0500000US26145,184964
0500000US26147,157238
0500000US26149,59853
0500000US26151,40540
0500000US26153,7912
0500000US26155,67311
0500000US26157,51613
0500000US26159,74446
0500000US26161,348511
0500000US26163,1732412
0500000US26165,33012
0500000US27001,15609
0500000US27003,350280
0500000US27005,33659
0500000US27007,44567
0500000US27009,39663
0500000US27011,4827
0500000US27013,63892
0500000US27015,23999
0500000US27017,33937
0500000US27019,102421
0500000US27021,29049
0500000US27023,11645
0500000US27025,54299
0500000US27027,60448
0500000US27029,8708
0500000US27031,5356
0500000US27033,11080
0500000US27035,63741
0500000US27037,422344
0500000US27039,20631
0500000US27041,37326
0500000US27043,13342
0500000US27045,20571
0500000US27047,29888
0500000US27049,45423
0500000US27051,5875
0500000US27053,1234027
0500000US27055,18419
0500000US27057,20957
0500000US27059,39663
0500000US27061,43961
0500000US27063,9694
0500000US27065,15881
0500000US27067,41933
0500000US27069,4119
0500000US27071,12076
0500000US27073,6508
0500000US27075,10368
0500000US27077,3701
0500000US27079,28169
0500000US27081,5467
0500000US27083,24546
0500000US27085,35413
0500000US27087,5372
0500000US27089,9220
0500000US27091,19507
0500000US27093,22769
0500000US27095,25381
0500000US27097,32626
0500000US27099,39103
0500000US27101,8082
0500000US27103,31810
0500000US27105,21247
0500000US27107,6264
0500000US27109,153761
0500000US27111,57389
0500000US27113,13899
0500000US27115,27453
0500000US27117,9004
0500000US27119,30322
0500000US27121,10908
0500000US27123,532911
0500000US27125,3987
0500000US27127,14822
0500000US27129,14161
0500000US27131,58313
0500000US27133,9135
0500000US27135,14978
0500000US27137,191447
0500000US27139,145243
0500000US27141,93831
0500000US27143,14733
0500000US27145,153067
0500000US27147,36192
0500000US27149,9487
0500000US27151,9205
0500000US27153,24195
0500000US27155,3197
0500000US27157,21339
